"Store_Name","Longitude","Latitude","Address","Address Line #2","City","State","Zip5","Zip4","County"
"DOLLAR GENERAL 6717","-78.962692","43.091862","8735 Niagara Falls Blvd","","Niagara Falls","NY","14304","1947","NIAGARA"
"DOLLAR GENERAL 6959","-77.671028","42.821869","7 MAIN ST","","LIVONIA","NY","14487","","LIVINGSTON"
"Tejeda Deli Grocery","-73.795914","40.909176","255 Union Ave","","New Rochelle","NY","10801","5935","WESTCHESTER"
"Tropical  Dairy Farm Corp","-73.881332","40.882545","3494 Jerome Ave","","Bronx","NY","10467","1002","BRONX"
"BUTCHER BOB","-73.904945","41.713531","81 Fallkill Ave","Stop 3","Poughkeepsie","NY","12601","2136","DUTCHESS"
"Los 3 Hermanos Panaderia Y Productos Mexicanos Cor","-73.879585","40.875668","3197 Bainbridge Ave","","Bronx","NY","10467","3907","BRONX"
"DESANTIS MEAT MARKET & DELI INC","-75.185036","43.259319","8196 State Route 12","","Barneveld","NY","13304","2311","ONEIDA"
"M.T.D. Halal Inc.dba African Halal Supermarket","-73.911774","40.848431","1770 Jerome Ave","","Bronx","NY","10453","5708","BRONX"
"New Al-Habib Inc","-73.715424","40.735783","25202 Hillside Ave","","Bellerose","NY","11426","2151","QUEENS"
"El Puerto Seafood Corp","-73.95665","40.81385","511 W 125 St","","New York","NY","10027","3415","NEW YORK"
"Peter Plus Inc","-73.931671","40.623318","4511 Avenue L","","Brooklyn","NY","11234","3041","KINGS"
"Sosa Deli Grocery Inc","-73.88784","40.932663","202 Elm St","","Yonkers","NY","10701","3932","WESTCHESTER"
"1296 Rivera Grocery Inc","-73.917587","40.837379","1296 Walton Ave","","Bronx","NY","10452","7604","BRONX"
"FRANKLIN STREET DAIRY & MARKET","-75.907379","43.972565","261 Franklin St","","Watertown","NY","13601","3337","JEFFERSON"
"Evergreen Groceries Inc","-73.878326","40.736732","8510 Queens Blvd","","Elmhurst","NY","11373","4249","QUEENS"
"SHOP RITE OF GARNERVILLE INC 292","-74.00708","41.199799","56 W Ramapo Rd","","Garnerville","NY","10923","2011","ROCKLAND"
"Imperial Meat Inc","-73.96682","40.576496","205 Brighton Beach Ave","","Brooklyn","NY","11235","7406","KINGS"
"CVS PHARMACY INC 7881","-73.855225","40.711178","9715 Metropolitan Ave","","Forest Hills","NY","11375","6601","QUEENS"
"Paul Supermarket Inc","-73.931015","40.692265","1023 Lafayette Ave","","Brooklyn","NY","11221","","KINGS"
"BG SINGH CITGO MART","-79.056168","43.094967","700 Main St","","Niagara Falls","NY","14301","1704","NIAGARA"
"DOLLAR GENERAL 6915","-76.845917","42.349846","140 N CATHERINE ST","(RIGHT SIDE OF BUILDING)","MONTOUR FALLS","NY","14865","","SCHUYLER"
"DOLLAR GENERAL 6948","-77.057793","42.654373","232 Lake Street Plz","","Penn Yan","NY","14527","1811","YATES"
"Iavarone Bros of Wantagh LLC","-73.507607","40.694481","1166 Wantagh Ave","","Wantagh","NY","11793","2110","NASSAU"
"AWSAN GROCERY","-77.593491","43.161285","155 Union St N","","Rochester","NY","14605","2638","MONROE"
"W.I.N. Inc DBA May Wah Vegetarian Market","-73.998772","40.718517","213 Hester St","","New York","NY","10013","3615","NEW YORK"
"Jasmin Grocery Store","-73.956337","40.694576","679 Myrtle Ave","","Brooklyn","NY","11205","3915","KINGS"
"Bay Side Mini Mart Inc","-73.935112","40.584133","3119 Emmons Ave","","Brooklyn","NY","11235","1724","KINGS"
"Candelario Grocery","-73.932289","40.853394","275 Wadsworth Ave","","New York","NY","10033","2504","NEW YORK"
"LUCKY # 1 STORE","-78.887497","42.915283","405 Hampshire St","Ste A","Buffalo","NY","14213","1900","ERIE"
"AB Supermarkets Inc","-73.635559","40.725029","153 7th St","","Garden City","NY","11530","5770","NASSAU"
"MOTIS SUPERMARKET INC","-74.069145","41.109303","19 Main St","","Monsey","NY","10952","3707","ROCKLAND"
"OMEGA DELI COMPANY","-78.765892","42.839603","455 CENTER ROAD","","WEST SENECA","NY","14224","","ERIE"
"719 Brothers Famous Deli Corp","-73.989517","40.762749","719 9 Ave","","New York","NY","10019","","NEW YORK"
"Silver Deli Grocery Corp","-73.84623","40.844379","1497 Williamsbridge Rd","Store #6","Bronx","NY","10461","2506","BRONX"
"M-Mercedes Corporation","-74.00235","40.607449","8517 18th Ave","","Brooklyn","NY","11214","2912","KINGS"
"New Cindy Mini Market Corp","-73.786118","41.029625","240 Battle Ave","","White Plains","NY","10606","2148","WESTCHESTER"
"A-1 HALAL MEAT AND GROCERIES","-75.920937","42.099434","59 MAIN STREET","","BINGHAMTON","NY","13905","","BROOME"
"Northville Farms DF","-72.616684","40.971107","5333 Sound Ave","","Riverhead","NY","11901","5639","SUFFOLK"
"WALGREEN 06982","-73.962761","40.607002","946 Kings Hwy","Ste 1","Brooklyn","NY","11223","2350","KINGS"
"Chang Fa Food Market Inc","-73.957123","40.598686","1418 Avenue U","","Brooklyn","NY","11229","3320","KINGS"
"99 Cents Paradise Inc","-73.9011","40.74588","6311 Roosevelt Ave","","Woodside","NY","11377","3641","QUEENS"
"La Quebradita Grocery Corp","-74.087494","40.638542","405 Jersey St","","Staten Island","NY","10301","2227","RICHMOND"
"FASTRAC MARKETS # 246","-75.249908","43.087273","1672 Oneida St","","Utica","NY","13501","4727","ONEIDA"
"Guerrero Food Center Inc","-73.994522","40.660313","722 5th Ave","","Brooklyn","NY","11215","6508","KINGS"
"1610 Nostrand Food Corp","-73.949165","40.646755","1610 Nostrand Ave","","Brooklyn","NY","11226","5516","KINGS"
"Toledo Grocery Store Inc","-73.889137","40.813808","670 Barretto St","","Bronx","NY","10474","","BRONX"
"Whole Foods Market 10162","-73.989883","40.734646","4 Union Sq S","","New York","NY","10003","4196","NEW YORK"
"DOLLAR GENERAL 9839","-77.963921","42.127464","98 Bolivar Rd","","Wellsville","NY","14895","9303","ALLEGANY"
"DOLLAR GENERAL 7491","-74.472435","42.680347","813 E Main St","","Cobleskill","NY","12043","5011","SCHOHARIE"
"Giselle Mini Market","-73.905571","40.674625","1697 E New York Ave","","Brooklyn","NY","11212","8018","KINGS"
"Tinton Grocery Store Inc","-73.902946","40.822697","781 E 163rd St","","Bronx","NY","10456","7208","BRONX"
"67 Macombs Deli Grocery","-73.937454","40.826847","67 Macombs Place","","New York","NY","10039","1800","NEW YORK"
"PRICE CHOPPER 206","-75.437546","43.233158","1790 Black River Blvd N","","Rome","NY","13440","2454","ONEIDA"
"PRICE CHOPPER 210","-74.996651","42.856571","1 Main St","","Richfield Springs","NY","13439","2527","OTSEGO"
"KINFOLK NATURAL FOODS","-77.79229","42.254013","14 1/2 W University St","","Alfred","NY","14802","","ALLEGANY"
"CLARK COUNTRY STORE INC","-75.134521","44.242542","2438 STATE HWY 3","","FINE","NY","13639","","ST LAWRENCE"
"Danar Meat Corp","-73.935394","40.832142","159-04 Harlem River Dr","","New York","NY","10039","","NEW YORK"
"Port Richmond Emporium Corp","-74.136673","40.633293","350 Port Richmond Ave","","Staten Island","NY","10302","","RICHMOND"
"Chinelus Corp","-73.884628","40.854263","695 E 187th St","","Bronx","NY","10458","6801","BRONX"
"Austin Fruit & Vegetable Corp","-73.854675","40.723808","6725 Austin St","","Forest Hills","NY","11375","3533","QUEENS"
"Lucky Deli & Grocery","-74.066177","40.614044","1200 Bay St","","Staten Island","NY","10305","3120","RICHMOND"
"Family Deli Grocery","-74.120628","40.634209","1138 Castleton Ave","","Staten Island","NY","10310","1727","RICHMOND"
"Durnan Mini Mart","-77.599213","43.182171","934 Hudson Ave","","Rochester","NY","14621","3746","MONROE"
"Best Yet Market of Hicksville Inc","-73.518585","40.749619","434 Jerusalem Ave","","Hicksville","NY","11801","5504","NASSAU"
"Rite Aid 10699","-73.824883","42.773022","1215 Troy Schenectady Rd","","SCHENECTADY","NY","12309","","SCHENECTADY"
"ROYAL IMPORTS","-75.208862","43.084286","1201 Albany St","","Utica","NY","13501","3309","ONEIDA"
"Don Lucas Grocery Inc","-73.91729","40.852043","218 W Tremont Ave","","Bronx","NY","10453","5316","BRONX"
"NY KING MART","-77.598328","43.158913","527 E Main St","","Rochester","NY","14604","2509","MONROE"
"Beba Grocery Corp","-73.903305","40.855999","2183 Morris Ave","","Bronx","NY","10453","2510","BRONX"
"R & H MINI MARKET","-77.586906","43.181843","873 Portland Ave","","Rochester","NY","14621","4154","MONROE"
"Diamond Deli Grocery Corp","-74.080421","40.624401","171 Broad St","","Staten Island","NY","10304","2057","RICHMOND"
"CEDAR STREET DELI & GROCERY 800121404","-74.00795","41.927448","109 Cedar St","","Kingston","NY","12401","5058","ULSTER"
"Neighborhood Deli & Grocery","-73.847809","40.840633","1567 Saint Peters Ave","","Bronx","NY","10461","3126","BRONX"
"STOP & SHOP 583","-72.982536","40.824806","700-30 PATCHOQUE RD","","MEDFORD","NY","11763","","SUFFOLK"
"STOP & SHOP 502","-73.663872","40.997746","25 Waterfront Pl","","Port Chester","NY","10573","6001","WESTCHESTER"
"Roosevelt Fruits & Vegetables","-73.868141","40.749264","97-02 Roosevelt Ave","","Corona","NY","11368","2130","QUEENS"
"Wooyong Corp","-73.912506","40.755894","4802 Broadway","","Astoria","NY","11103","1631","QUEENS"
"STOP & SHOP 512","-74.169296","40.57933","2795 Richmond Ave","Ste 1","Staten Island","NY","10314","5857","RICHMOND"
"STOP & SHOP 581","-74.114716","40.565372","2754 Hylan Blvd","","Staten Island","NY","10306","4658","RICHMOND"
"LACKAWANNA SAVE A LOT 24444","-78.805161","42.830601","1234 Abbott Rd","Ste 350","Buffalo","NY","14218","1951","ERIE"
"Western Beef Retail Inc 53","-73.902008","40.694405","1089 Wyckoff Ave","","Ridgewood","NY","11385","5751","QUEENS"
"La Poblanita Deli Grocery Corp","-73.665672","41.00486","73 Poningo St","","Port Chester","NY","10573","4030","WESTCHESTER"
"RV King Food Corp","-73.66391","41.000359","2 King St","","Port Chester","NY","10573","4206","WESTCHESTER"
"Arthur Ave Italian Deli Inc","-73.888519","40.854343","2344A Arthur Ave","","Bronx","NY","10458","8104","BRONX"
"SAFI GROCERY","-77.632149","43.159496","446 Jay St","","Rochester","NY","14611","1410","MONROE"
"1654 METROPOLITAN AVE","-73.855507","40.84034","1654 Metropolitan Ave","","Bronx","NY","10462","6903","BRONX"
"CHEESE BAKERY AND GROCERY","-73.929321","42.802822","1007 State St","","Schenectady","NY","12307","1507","SCHENECTADY"
"Jennings Fruits & Vegetables Inc","-73.890114","40.832237","937 Jennings St","","Bronx","NY","10460","6034","BRONX"
"Patel Grocery Corp","-74.014359","40.644627","5303 4th Ave","","Brooklyn","NY","11220","3003","KINGS"
"National Deli Grocery","-73.985573","40.641342","3724 13th Ave","","Brooklyn","NY","11218","3628","KINGS"
"RD & R Deli & Grocery Corp","-74.088264","40.611664","612 Richmond Rd","","Staten Island","NY","10304","2410","RICHMOND"
"LUCKY LUCIANO'S GROCERY","-77.576584","43.175838","1688 Clifford Ave","","Rochester","NY","14609","3528","MONROE"
"Mt Vernon Dollar LLC","-73.837158","40.911633","2 S 4th Ave","","Mount Vernon","NY","10550","3105","WESTCHESTER"
"ET PLUS MINI MARKET","-77.590965","43.175789","540 Portland Ave","","Rochester","NY","14621","5118","MONROE"
"HANNIBAL QUICK MART INC","-76.578926","43.320793","971 Cayuga St","","Hannibal","NY","13074","3138","OSWEGO"
"Central Yetev Lev D'Satmar Meat Inc","-73.959816","40.706116","187 Ross St","","Brooklyn","NY","11211","7204","KINGS"
"TOMION'S FARM MARKET","-77.067528","42.751667","200 State Route 14A","","Penn Yan","NY","14527","9134","YATES"
"Utica Halal Live Poultry Corp","-73.931396","40.661919","473 Utica Ave","","Brooklyn","NY","11203","1318","KINGS"
"Three Generations Corp","-73.917381","40.844158","1530 Macombs Rd","","Bronx","NY","10452","2142","BRONX"
"EXXON TIGER MART","-78.96405","43.091488","8628 Niagara Falls Blvd","","Niagara Falls","NY","14304","2551","NIAGARA"
"El Loco Pollo Meat Mrkt Inc","-73.894463","40.929138","33 Park Hill Ave","","Yonkers","NY","10701","4140","WESTCHESTER"
"COUNTRY FARMS","-73.968735","42.789867","2541 Guilderland Ave","","Rotterdam","NY","12306","3801","SCHENECTADY"
"Calle 9 Deli Grocery","-73.941498","40.761833","3563 9th St","","Long Island CIty","NY","11106","5103","QUEENS"
"Santa Ana Deli & Grocery Corp","-73.919891","40.702168","171 Irving Ave","","Brooklyn","NY","11237","4200","KINGS"
"Liberty Deli Mini Grocery Corp","-73.869812","40.678318","1065 Liberty Ave","","Brooklyn","NY","11208","2912","KINGS"
"Yoon Fish Market","-73.900612","40.868237","79 W Kingsbridge Rd","","Bronx","NY","10468","7512","BRONX"
"La Movida  Numero Uno","-73.923714","40.687576","72 Ralph Ave","","Brooklyn","NY","11221","4118","KINGS"
"CANTON FARMER'S MARKET","-75.150574","44.582851","VILLAGE GREEN","","CANTON","NY","13617","","ST LAWRENCE"
"SKIP'S IN THE VILLAGE","-77.443542","43.100262","102 Fairport Village Lndg","","Fairport","NY","14450","1804","MONROE"
"Michaelangelo Deli Corp","-73.909492","40.853931","50A W Burnside Ave","","Bronx","NY","10453","4018","BRONX"
"CAVES FOOD CENTER","-79.175934","42.468616","3 Main St","","Forestville","NY","14062","9777","CHAUTAUQUA"
"Third Ave Grocery & Deli","-73.913025","40.82024","3047 3rd Ave","","Bronx","NY","10451","4607","BRONX"
"A S Supermarket","-73.864693","40.686066","7510A 91st Ave","","Woodhaven","NY","11421","2824","QUEENS"
"Van Wyck Deli Grocery Inc","-76.128502","43.577305","114-62 Van Wyck Express Way","","South Ozone Park","NY","11420","","QUEENS"
"SUNOCO    7471","-76.809013","42.091225","359 N Main St","","Elmira","NY","14901","2727","CHEMUNG"
"IGUA  Food Corp","-73.89209","40.860378","421 E 189th St","","Bronx","NY","10458","5506","BRONX"
"RAVENA SHOP'N SAVE","-73.816467","42.466927","2481 ROUTE 9W","FAITH PLAZA","RAVENA","NY","12143","","ALBANY"
"Mejia Food Corp","-73.939056","40.760723","12-12 36 Ave.","","Astoria","NY","11106","","QUEENS"
"WATERTOWN BIG M","-75.914108","43.95739","1330 Washington St","","Watertown","NY","13601","4532","JEFFERSON"
"Allen Mini Market","-73.808342","40.687096","10750 Van Wyck Expy","","S Richmond Hl","NY","11419","3232","QUEENS"
"Gleason Grocery Corp","-73.866577","40.82988","1791 Gleason Ave","","Bronx","NY","10472","4745","BRONX"
"FIVE CORNER MOBILE","-74.287186","42.941616","165 Church St","","Amsterdam","NY","12010","4221","MONTGOMERY"
"City Center","-73.941093","40.6926","885 Dekalb Ave","","Brooklyn","NY","11221","1404","KINGS"
"394 Etna Mini Market Corp","-73.869278","40.687893","394 Etna St","","Brooklyn","NY","11208","1802","KINGS"
"Adum African Market Inc","-73.922188","40.838287","1263A Edward L Grant Hwy","","Bronx","NY","10452","3101","BRONX"
"JC Food Market Corp","-73.939995","40.838165","1091 Saint Nicholas Ave","","New York","NY","10032","3829","NEW YORK"
"S & A Convenience Inc","-73.292114","40.738564","42 Bay Shore Rd","","Bay Shore","NY","11706","3603","SUFFOLK"
"Long Wa Food Market Inc","-74.011497","40.63699","5917 7 Ave","","Brooklyn","NY","11220","4116","KINGS"
"1001 San Miguel Food Center Inc","-73.919693","40.829147","1001 Sheridan Ave","","Bronx","NY","10456","6376","BRONX"
"DR 731 INC.","-73.959724","40.655136","731 Flatbush Ave","","Brooklyn","NY","11226","1403","KINGS"
"Desi Subzi Mandi Inc","-73.794395","40.710075","168-10 Hillside Ave","","Jamaica","NY","11432","","QUEENS"
"El Kiosko Deli Grocery","-73.912209","40.769024","3718 Astoria Blvd","","Astoria","NY","11103","3607","QUEENS"
"GAJESKI PRODUCE DF","-72.614342","40.972725","5403 Sound Ave","","Riverhead","NY","11901","5610","SUFFOLK"
"DOLLAR GENERAL 6766","-76.065346","42.09449","310 Exchange Ave","","Endicott","NY","13760","6010","BROOME"
"KING KULLEN 30","-73.110519","40.936016","1375 Route 25A","","East Setauket","NY","11733","2842","SUFFOLK"
"Staten Convenient Food Market","-74.08139","40.636799","164 Victory Blvd","","Staten Island","NY","10301","2946","RICHMOND"
"Lizmelis Grocery","-73.855782","40.688255","8619 91st Ave","","Woodhaven","NY","11421","2526","QUEENS"
"K.F. And Kids Inc","-74.078827","40.638332","1 Corson Ave","","Staten Island","NY","10301","2922","RICHMOND"
"Pak O Avenue Corp","-73.981506","40.610519","97 Avenue O","","Brooklyn","NY","11204","6542","KINGS"
"BUSTI CIDER MILL & FARM MARKET DF","-79.291054","42.04998","1135 Southwestern Dr","","Jamestown","NY","14701","9430","CHAUTAUQUA"
"Chocolate Deli & Grocery Inc","-73.880234","40.741329","8273 Broadway","","Elmhurst","NY","11373","3352","QUEENS"
"POUGHKEEPSIE FARM PROJECT CSA","-73.911682","41.707977","HOOKER & RAYMOND AVES","","POUGHKEEPSIE","NY","12601","","DUTCHESS"
"WALGREEN 02758","-73.864555","41.080116","162 Wildey St","","Tarrytown","NY","10591","2910","WESTCHESTER"
"Twin Brothers Deli Grocery Corp","-73.950447","40.658787","1176 Nostrand Ave","","Brooklyn","NY","11225","5418","KINGS"
"F & G Meat Inc","-73.948364","40.640396","1859 Nostrand Ave","","Brooklyn","NY","11226","7922","KINGS"
"River Way Deli & Grocery Corp","-73.898483","40.927814","50 Herriot St","","Yonkers","NY","10701","4788","WESTCHESTER"
"Varni Inc","-73.621941","40.692875","415 S Franklin St","","Hempstead","NY","11550","7336","NASSAU"
"Rahaman Halal Butchery Inc","-73.817184","40.688923","12720 Liberty Ave","","South Richmond Hill","NY","11419","2216","QUEENS"
"Villas Market Place Inc","-73.903412","40.880959","5665 Broadway","","Bronx","NY","10463","4147","BRONX"
"79th St. Deli Grocery","-73.886665","40.747349","3771 79th St","","Jackson Heights","NY","11372","6749","QUEENS"
"Willis Deli Grocery Inc","-73.918198","40.815399","526B Willis Ave","","Bronx","NY","10455","","BRONX"
"Dhaka Grocery","-73.870422","40.675674","2755 Pitkin Ave","","Brooklyn","NY","11208","3119","KINGS"
"UKIE'S","-73.497284","44.653965","132 Irish Settlement Rd","","Plattsburgh","NY","12901","5827","CLINTON"
"6th Ave. Deli Inc","-73.976074","40.678173","133 6th Ave","","Brooklyn","NY","11217","3522","KINGS"
"Charo West Indian Grocery","-73.870949","40.679073","396 Crescent St","","Brooklyn","NY","11208","2830","KINGS"
"BUDWEY'S KENMORE SUPERMARKET","-78.83371","42.958286","416 Kenmore Ave","","Buffalo","NY","14223","2860","ERIE"
"Rodriguez Food Market","-73.907967","40.690563","574 Wilson Ave","","Brooklyn","NY","11207","1217","KINGS"
"GRISTEDES 601","-73.96833","40.799236","2700 Broadway","","New York","NY","10025","8740","NEW YORK"
"N. Y. Grocery Deli V Corp","-73.953491","40.599083","1802 Avenue U","","Brooklyn","NY","11229","3904","KINGS"
"White Plains Fruits And Vegetables Inc","-73.863022","40.882919","3754 White Plains Rd","Frnt 1","Bronx","NY","10467","5731","BRONX"
"RENSSELAER COUNTY FARMERS MARKET","-73.686295","42.692154","WILLIAMS RD","ST MICHEL'S ROMAN CATHOLIC CHURCH","TROY","NY","12180","","RENSSELAER"
"Miami Deli Grocery Inc","-73.952164","40.811291","320 SAINT NICHOLAS AVE","","New York","NY","10027","4320","NEW YORK"
"Bonao Meats And Produce Inc","-73.937996","40.847862","4189 Broadway","","New York","NY","10033","3735","NEW YORK"
"KHAL DIVREI CHAIM-NOACH STROBEL","-74.835533","41.680023","86 W SHORE RD","","KAUNEONGA LAKE","NY","12749","","SULLIVAN"
"ANDY'S QUICK STOP","-79.039131","43.088596","1822 Niagara St","","Niagara Falls","NY","14303","1627","NIAGARA"
"HATIMY MARKET","-78.890251","42.921505","278 Grant St","","Buffalo","NY","14213","1421","ERIE"
"CVS PHARMACY INC. 1770","-73.763321","41.024998","325 Mamaroneck Ave","","White Plains","NY","10605","1440","WESTCHESTER"
"SEDDOMA FOOD STORE","-77.553513","43.160206","2134 E Main St","","Rochester","NY","14609","7603","MONROE"
